01;01;1;PRODUCTORES Y PRODUCTORAS 20 DE JULIO
01;01;2;CALLEJON FATIMA
01;01;3;3 DE FEBRERO
01;01;4;DE MUJERES LA ESPERANZA
01;01;5;PRODUCTORES EX COMBATIENTES A SALDIVAR
01;01;6;SAGRADA FAMILIA I
01;01;7;DE MUJERES CAACUPEMI
01;01;8;8 DE DICIEMBRE
01;01;9;RIO APO
01;01;10;EL PROGRESO
01;01;11;CENTRAL
01;01;12;MUJERES UNIDAS
01;01;13;SAN LUCAS
01;01;14;ARASA POTY
01;01;44;YAIHUPA
01;01;46;EL LABRADOR
01;01;47;SAN NICOLAS
01;01;49;SAN JOSE OBRERO
01;01;51;LA ESPERANZA
01;01;52;CA`ACUPEMI
01;01;53;CRISTO REY
01;01;54;KA`AKUPEMI HOMBRE
01;01;56;COOP. RINCON DE LUNA
01;01;58;VY`ARENDA
01;01;59;12 DE JUNIO
01;01;60;SAN JUAN BAUTISTA
01;01;61;LA MERCEDE
01;01;62;INMACULADA CONCEPCION
01;01;63;INDIVIDUAL
01;01;64;SAN JOSE
01;01;65;SIN COMITE
01;01;66;SAN CAYETANO
01;01;68;ROSA MISTICA
01;01;69;SAN ANONIO
01;01;70;BENEFICIARIOS DE TEKOPORA
01;01;72;SAN RAMON
01;01;73;SAN PEDRO
01;01;74;PANAL
01;01;75;SANTA CATALINA 2
01;01;76;SANTA CATALINA
01;01;77;10 DE DICIEMBRE
01;01;78;10 DE NOVIEMBRE
01;01;79;BRAZOS UNIDOS
01;01;80;SANTA ANA
01;01;82;ITA YOA
01;01;83;SAN ROQUE
01;01;84;PRODUCTORES INDIVIDUALES
01;01;85;SANTA CATALINA 1
01;01;86;KUÑA GUAPA ATY
01;01;88;OÑONDIVEPA
01;01;89;KO'E PYAHU
01;01;92;15 DE AGOSTO
01;01;94;PRODUCTORES NO ORGANISADOS
01;01;96;3 DE OCTUBRE
01;01;98;PASTORAL SOCIAL
01;01;99;MARANEY
01;01;101;22 DE JULIO - 1
01;01;102;MEDALLA POTY II
01;01;103;NUEVA ERA
01;01;104;MEDALLA  POTY I
01;01;105;NUEVA ESPERANZA
01;01;109;TEKOPYAHU
01;01;110;1RO. DE MAYO
01;01;111;JVC KURUSU ÑU
01;01;112;ENTRE LAS FLORES
01;01;114;SANTA LUCIA
01;01;115;JAJOTOPA
01;01;116;TEKOJUAJU
01;01;117;MEDALLA MILAGROSA
01;01;118;TORYPOPE
01;01;119;LA UNION
01;01;120;KOEJU POTY
01;01;121;PERPETUO SOCORRO
01;01;122;JUAJUREKAVO
01;01;123;JOAYHU
01;01;124;PRODUCTORES DE HERMOSA
01;01;125;APA DEL NORTE
01;01;126;INDEPENDIENTE
01;01;127;JUAYHUREKAVO
01;01;128;NUEVA ESTRELLA
01;01;129;FERIANTES SAN CAYETANO
01;01;130;4 VIENTOS
01;01;131;JOAYU REKAVO
01;01;133;SAN ANTONIO
01;01;137;RINCON DE LUNA
01;01;138;EMILIANO R.F
01;01;139;19 DE MARZO
01;01;140;SAN ROQUE CENTRAL
01;01;141;MARIA  AUXILIADORA
01;01;142;PRODUCTORES INDEPENDIENTES (SIN COMITE)
01;01;143;SAGRADA FAMILIA
01;01;144;KUÑA ATY
01;01;147;SAN JOSE 
01;01;151;PRODUCTORES INDIVIDUALES ( SI COMITE )
01;01;152;HERMOSA
01;01;153;ARROYO ITAKY
01;01;154;BASE SAN JUAN
01;01;155;PYAPY MBARETE
01;01;157;BENEFICIARIOS TEKOPORA
01;01;158;BENEFICIARIAS DE TEKO PORA
01;01;161;TEKOPORA
01;01;162;PRODUCTORES INDIVIDUALES (SIN COMITE)
01;01;172;MARANGATU
01;01;173;3 FRONTERAS
01;01;178;ASENTAMIENTO SAN ISIDRO
01;01;187;SAN PABLO
01;01;188;SAN ISIDRO
01;01;193;COOP. JU`I LTDA
01;01;198;PRODUCTORES INEPENDIENTES (SIN COMITE)
01;01;216;SAN MIGUEL 2
01;01;218;YKUA PORA
01;01;219;PRODUCTORES INDIVIDUAL ( SIN COMITE ) 
01;01;223;PRODUCTORES INDIVIDUALES ( SIN COMITE )
01;01;224;DIVINA PROVIDENCIA 
01;01;225;DIVINA  PROVIDENCIA 
01;01;229;TEKOPORA 
01;01;234;UNIDAD SAN JUAN
01;01;235;TAJY POTY
01;01;242;SAGRADA FAMILIA 2
01;01;244;EMILIANO R FERNANDEZ
01;01;245;22 DE AGOSTO
01;01;247;12 DE ENERO
01;01;250;PRODUCTORES INDEPENDIENTES (SIN COMITÉ)
01;02;1;KO E YU
01;02;2;SIN COMITE
01;02;3;TRES MUJERES
01;02;4;SAN CAYETANO
01;02;5;TUPASY DEL CARMEN
01;02;6;SAN JUAN
01;02;7;PRODUCTORES NO ORGANIZADOS
01;02;8;MADRE SAS SAN FELIPE
01;02;9;SAN ISIDRO
01;02;10;5 DE JUNIO
01;02;12;8 DE DICIEMBRE
01;02;13;SAN MIGUEL
01;02;15;MANGO POTY
01;02;16;KUÑA GUAPA
01;02;17;VIRGEN DEL CARMEN
01;02;18;3 DE FEBRERO
01;02;19;MARIA AUXILIADORA
