01;01;1;KM 17 SANN MIGUEL
01;01;2;29 DE JUNIO CALLE 3
01;01;3;NORTE PYAHU
01;01;4;COL. SAN ALFREDO
01;01;5;KO'E PORA
01;01;6;CAACUPEMI
01;01;7;PACURI
01;01;8;HUGUA CHAA
01;01;9;CULANDRILLO
01;01;10;MARIA AUXILIADORA
01;01;11;JHUGUA OCAMPO
01;01;12;SAN ALFREDO
01;01;14;JHUGUA IBAÑEZ
01;01;15;SALADILLO
01;01;16;MBOCAJATY
01;01;17;COMPAÑIA ROBERTO L. PETIT
01;01;18;PIRITY MONGELOS
01;01;19;LAGUNA PLATO
01;01;20;CORONEL MONGELOS
01;01;21;PASO HORQUETA
01;01;22;YVY MARANEY
01;01;23;PIRITY SAN JOSE
01;01;24;COLONIA SGTO. JOSE FELIX LOPEZ
01;01;26;PRIMAVERA
01;01;27;29 DE JUNIO 
01;01;28;CONCEPCION
01;01;30;SANTA ANA
01;01;31;SAN ROQUE
01;01;32;NUCLEO 3
01;01;33;MEDALLA MILAGROSA
01;01;34;8 DE DICIEMBRE
01;01;35;JVC KURUSU ÑU
01;01;36;KURUSU ÑU
01;01;37;ENTRE LAS FLORES
01;01;38;NUCLEO 7
01;01;39;SANTAN LUCIA
01;01;40;TEKOPORA 
01;01;41;ARROYITO 
01;01;42;29 DE JUNIO  - SGTO JOSE F. LOPEZ
01;01;43;RINCON-CALLEJON LUNA
01;01;44;PANCHITO LOPEZ
01;01;45;POTRERITO
01;01;46;SAGRADA FAMILIA
01;01;47;CALLEJON SAN ANTONIO
01;01;48;FRONTERA CURUZU ÑU
01;01;49;PIO X
01;01;50;22 DE AGOSTO
01;01;51;POTRERO ROMERO
01;01;52;SAN JORGE
01;01;999;NR
01;02;1;SAN FELIPE
01;02;2;SANTA CRUZ
01;02;3;CALLEJON SORIA
01;02;4;TEKOPORA
01;02;5;VIRGEN DEL CARMEN
01;02;6;SAN MIGUEL
01;02;7;REQUEJO
01;02;8;SANTA ELENA
01;02;9;SAN ISIDRO
01;02;10;SANTO TOMAS 
01;02;11;KM 25 RUTA 5tº
01;02;12;PASO URUNDY
01;02;999;NR
01;03;1;CALLE 8
01;03;2;NARANJA TY I
01;03;3;NARANJA TY VALLE I  (1)
01;03;4;NARANJA TY VALLE I  (2)
01;03;5;CAPITAN SOSA
01;03;6;NUEVA FORTUNA
01;03;7;CURUPAY LOMA
01;03;8;PEGUAHO LOMA
01;03;10;ZANJA MOROTI
01;03;11;ALEMAN CUE
01;03;12;ESPAJIN
01;03;13;KUÑA GUAPA
01;03;14;AZOTEY
01;03;15;KURUSU DE HIERRO
01;03;16;CAPITAN GIMENEZ
01;03;17;CALLE 9
01;03;18;COSTA ROMERO
01;03;19;NUCLEO 2
01;03;20;LAGUNA 7
01;03;21;ARROYITO NUCLEO 6
01;03;22;LA AMISTAD
01;03;23;MBURUCUYA POTY
01;03;25;NUCLEO 6
01;03;26;ARROYITO NUCLEO 4
01;03;28;NUCLEO 3
01;03;29;SANTA LUCIA
01;03;30;NUCLEO 5
01;03;31;NUCLEO 1
01;03;32;NUCLEO 7
01;03;34;SANTA LIBRADA
01;03;35;COSTA CLAVEL
01;03;36;SAN PEDRO
01;03;37;CAÑADA LURDES
01;03;40;ARROYITO NUCLEO 1
01;03;41;PASO JHU
01;03;42;1º MAYO
01;03;43;SAN JOSE
01;03;44;8 DE DICIEMBRE
01;03;45;ARROYITO
01;03;46;TEKOPORA
01;03;47;JOSE BERGUES
01;03;48;HERNANDARIAS
01;03;49;NUEVA ESPERANZA
01;03;50;FATIMA
01;03;51;SAN MIGUEL
01;03;52;SANTO DOMINGO
01;03;53;PRIMAVERA
01;03;54;TACUARA 15 DE AGOSTO
01;03;55;ARROYITO NUCLEO 7
01;03;56;TACUARA CALLE 21 6 DE ENERO
01;03;57;RECONQUISTA
01;03;58;ARROYITO NUCLEO 2
01;03;59;EGUA
01;03;60;TUPA RENDA 
01;03;61;ARROYO DE ORO 
01;03;62;TACUARA 
01;03;63;CUERO FREZCO 
01;03;64;CALLEJON BELEN
01;03;65;YKUA PORA
01;03;66;PEGUAHO GUAZU
01;03;67;CALLE 17 ARROYITO
01;03;68;CALLE 18 ARROYITO
01;03;69;CALLE 13 JAGUA PO`I
01;03;70;CALLE 13 SAN FRANCISCO
01;03;71;CALLE 14 SAN AGUSTIN
01;03;72;CALLE 14 SAN ANTONIO
01;03;73;CALLE 14 SANTA CATALINA
01;03;74;CAÑADA SAN JUAN
01;03;999;NR
01;04;1;VIRGEN DEL CAMINO
01;04;2;VIRGEN DEL CARMEN
01;04;3;CAÑADA LA PAZ
01;04;4;SAN JOSE MI
01;04;5;ASENTAMIENTO
01;04;6;VILLA DON BOSCO
01;04;7;HUGUA RIVAS A.
01;04;8;YCUA PORA
01;04;9;HUGUA POI
01;04;10;CULANTRILLO
01;04;11;SAN VICENTE
01;04;12;CAÑADA LURDES
01;04;13;HUGUA GUAZU
01;04;14;SANTA LIBRADA
01;04;999;NR
01;05;1;SAN CARLOS
01;05;999;NR
01;06;999;NR
01;07;1;MEDALLA MILAGROSA
01;07;2;CERRO MEMBY
01;07;3;SAPUCAI
01;07;4;SANTO DOMINGO
01;07;5;HERMINIO MENDOZA
01;07;6;6 DE ENERO 
01;07;7;SAN MIGUEL
01;07;8;Bº FATIMA
01;07;9;PASIÑO
01;07;10;JEPAYRA PASIÑO
01;07;11;LA ASUNCION
01;07;12;YAGUY
01;07;14;ÑEPYTYVO
01;07;15;AGUYJE PYAHU
01;07;16;AQUIDABAN CAÑADA
01;07;17;SAN ANTONIO
01;07;18;SAN ROQUE
01;07;19;CIERVO POTRERO
01;07;999;NR
01;08;1;AZOTEY
01;08;2;NUEVA FORTUNA
01;08;3;KURUZU DE HIERRO
01;08;5;ZANJA MOROTI
01;08;999;NR
01;09;1;YBY MARANEY
01;09;2;29 DE JUNIO
01;09;4;PUENTESIÑO
01;09;5;NORTE PYAJHU
01;09;6;SARGENTO JOSE FELIX LOPEZ
01;10;1;ISLA TUYU
02;01;1;PIRI SAN JUAN
02;01;2;YACARE ÑE E
